"energy-commodities","sectors","indicator","Unit","Date","Value"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","1990","1.2"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","1991","1.2"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","1992","1.2"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","1993","1.1"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","1994","1.2"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","1995","1.2"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","1996","1.2"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","1997","1.2"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","1998","1.1"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","1999","0.8"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2000","0.8"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2001","0.7"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2002","0.7"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2003","0.8"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2004","0.6"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2005","0.6"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2006","0.5"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2007","0.6"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2008","0.6"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2009","0.6"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2010","0.6"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2011","0.6"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2012","0.8"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2013","0.6"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2014","0.5"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2015","0.4"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2016","0.4"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2017","0.5"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2018","0.5"
"Total energy commodities","Domestic aviation","Total energy consumption","PJ","2019","0.5"
"Total energy commodities","Road transport","Total energy consumption","PJ","1990","362.9"
"Total energy commodities","Road transport","Total energy consumption","PJ","1991","368.2"
"Total energy commodities","Road transport","Total energy consumption","PJ","1992","388.7"
"Total energy commodities","Road transport","Total energy consumption","PJ","1993","399.5"
"Total energy commodities","Road transport","Total energy consumption","PJ","1994","391.8"
"Total energy commodities","Road transport","Total energy consumption","PJ","1995","397"
"Total energy commodities","Road transport","Total energy consumption","PJ","1996","413.2"
"Total energy commodities","Road transport","Total energy consumption","PJ","1997","413.7"
"Total energy commodities","Road transport","Total energy consumption","PJ","1998","423.7"
"Total energy commodities","Road transport","Total energy consumption","PJ","1999","430.7"
"Total energy commodities","Road transport","Total energy consumption","PJ","2000","429.8"
"Total energy commodities","Road transport","Total energy consumption","PJ","2001","433.3"
"Total energy commodities","Road transport","Total energy consumption","PJ","2002","443.5"
"Total energy commodities","Road transport","Total energy consumption","PJ","2003","450.8"
"Total energy commodities","Road transport","Total energy consumption","PJ","2004","458"
"Total energy commodities","Road transport","Total energy consumption","PJ","2005","461.1"
"Total energy commodities","Road transport","Total energy consumption","PJ","2006","475"
"Total energy commodities","Road transport","Total energy consumption","PJ","2007","478.9"
"Total energy commodities","Road transport","Total energy consumption","PJ","2008","482.8"
"Total energy commodities","Road transport","Total energy consumption","PJ","2009","466.7"
"Total energy commodities","Road transport","Total energy consumption","PJ","2010","467.4"
"Total energy commodities","Road transport","Total energy consumption","PJ","2011","472.3"
"Total energy commodities","Road transport","Total energy consumption","PJ","2012","451.6"
"Total energy commodities","Road transport","Total energy consumption","PJ","2013","439.2"
"Total energy commodities","Road transport","Total energy consumption","PJ","2014","414.6"
"Total energy commodities","Road transport","Total energy consumption","PJ","2015","415.5"
"Total energy commodities","Road transport","Total energy consumption","PJ","2016","417.2"
"Total energy commodities","Road transport","Total energy consumption","PJ","2017","430.4"
"Total energy commodities","Road transport","Total energy consumption","PJ","2018","441.7"
"Total energy commodities","Road transport","Total energy consumption","PJ","2019","441.5"
"Total energy commodities","Rail transport","Total energy consumption","PJ","1990","5.8"
"Total energy commodities","Rail transport","Total energy consumption","PJ","1991","6.1"
"Total energy commodities","Rail transport","Total energy consumption","PJ","1992","6.3"
"Total energy commodities","Rail transport","Total energy consumption","PJ","1993","6.4"
"Total energy commodities","Rail transport","Total energy consumption","PJ","1994","6.5"
"Total energy commodities","Rail transport","Total energy consumption","PJ","1995","6.6"
"Total energy commodities","Rail transport","Total energy consumption","PJ","1996","7"
"Total energy commodities","Rail transport","Total energy consumption","PJ","1997","7.1"
"Total energy commodities","Rail transport","Total energy consumption","PJ","1998","7.3"
"Total energy commodities","Rail transport","Total energy consumption","PJ","1999","7.2"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2000","7.4"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2001","7.2"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2002","7.1"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2003","7.1"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2004","7.4"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2005","7.2"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2006","7.2"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2007","7.1"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2008","7.3"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2009","7.3"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2010","7.7"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2011","7.6"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2012","7.5"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2013","7.3"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2014","7.1"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2015","6.8"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2016","7.1"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2017","6.8"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2018","6.8"
"Total energy commodities","Rail transport","Total energy consumption","PJ","2019","6.8"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","1990","9.5"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","1991","10.2"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","1992","9.7"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","1993","9.7"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","1994","9.7"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","1995","9.9"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","1996","10.3"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","1997","9.8"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","1998","9.7"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","1999","10.3"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2000","10.3"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2001","10.7"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2002","11.1"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2003","10.5"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2004","10.5"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2005","11.5"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2006","12"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2007","13"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2008","13.4"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2009","13.6"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2010","15.2"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2011","15.4"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2012","14.4"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2013","15"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2014","12.8"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2015","14.3"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2016","13.2"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2017","12.8"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2018","12.8"
"Total energy commodities","Domestic navigation","Total energy consumption","PJ","2019","11.8"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","1990","852.6"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","1991","951.1"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","1992","904.8"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","1993","953.5"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","1994","912.1"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","1995","962.8"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","1996","1091.9"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","1997","980.7"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","1998","969.1"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","1999","941.9"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2000","950.9"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2001","986"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2002","958.5"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2003","982.7"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2004","995.2"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2005","976.5"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2006","965.2"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2007","919.8"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2008","986.5"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2009","1015.9"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2010","1135.4"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2011","986.8"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2012","1023.2"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2013","1029.7"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2014","890.6"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2015","918.8"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2016","933.5"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2017","926.9"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2018","947.6"
"Total energy commodities","Other sectors, total","Total energy consumption","PJ","2019","936.6"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","1990","173.9"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","1991","192.8"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","1992","189.6"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","1993","198.1"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","1994","190.7"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","1995","194.8"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","1996","212.7"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","1997","191.4"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","1998","191.1"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","1999","188.5"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2000","189.7"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2001","185.5"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2002","171.8"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2003","170.7"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2004","172.3"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2005","177.1"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2006","158.9"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2007","160.1"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2008","164"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2009","164.8"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2010","186.8"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2011","166.6"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2012","168.3"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2013","168.8"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2014","157"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2015","164.8"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2016","165.7"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2017","165.4"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2018","176.8"
"Total energy commodities","A Agriculture, forestry and fishing","Total energy consumption","PJ","2019","178.8"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","1990","157.9"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","1991","177.2"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","1992","174.6"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","1993","183"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","1994","175.1"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","1995","177.1"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","1996","195.6"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","1997","173.7"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","1998","173.4"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","1999","170.4"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2000","172.1"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2001","168.1"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2002","157.2"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2003","157.4"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2004","159.8"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2005","164.9"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2006","147.2"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2007","149.9"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2008","154.7"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2009","156"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2010","177.5"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2011","158"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2012","160.8"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2013","160.5"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2014","148.7"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2015","157"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2016","158.2"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2017","158.9"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2018","170.6"
"Total energy commodities","01 Agriculture","Total energy consumption","PJ","2019","172.3"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","1990","238.3"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","1991","261.5"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","1992","249.4"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","1993","267.9"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","1994","258.1"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","1995","270"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","1996","310"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","1997","297.6"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","1998","304.6"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","1999","297"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2000","303.8"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2001","319.2"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2002","316.7"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2003","330.7"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2004","357.4"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2005","346.3"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2006","349.1"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2007","335.2"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2008","357.1"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2009","364.1"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2010","384"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2011","349.2"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2012","364.2"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2013","368.3"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2014","333"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2015","350.9"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2016","352.5"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2017","355.2"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2018","363.8"
"Total energy commodities","Services, waste, water and repair","Total energy consumption","PJ","2019","364.9"
"Total energy commodities","33 Repair and installation of machinery","Total energy consumption","PJ","2011","1.7"
"Total energy commodities","33 Repair and installation of machinery","Total energy consumption","PJ","2012","1.6"
"Total energy commodities","33 Repair and installation of machinery","Total energy consumption","PJ","2013","1.5"
"Total energy commodities","33 Repair and installation of machinery","Total energy consumption","PJ","2014","1.4"
"Total energy commodities","33 Repair and installation of machinery","Total energy consumption","PJ","2015","1.3"
"Total energy commodities","33 Repair and installation of machinery","Total energy consumption","PJ","2016","1.7"
"Total energy commodities","33 Repair and installation of machinery","Total energy consumption","PJ","2017","1.8"
"Total energy commodities","33 Repair and installation of machinery","Total energy consumption","PJ","2018","1.4"
"Total energy commodities","33 Repair and installation of machinery","Total energy consumption","PJ","2019","1.5"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","1990","25.3"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","1991","24.7"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","1992","25"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","1993","29.2"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","1994","29"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","1995","34.9"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","1996","42.3"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","1997","46.3"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","1998","48.2"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","1999","50.1"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2000","50.5"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2001","51.1"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2002","52.5"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2003","52"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2004","57.2"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2005","57.7"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2006","56.5"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2007","59.4"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2008","67.2"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2009","67.4"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2010","65.9"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2011","65.7"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2012","68.8"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2013","69.7"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2014","67.3"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2015","65.3"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2016","69.7"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2017","68.7"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2018","69.8"
"Total energy commodities","E Water supply and waste management","Total energy consumption","PJ","2019","68.7"
"Total energy commodities","36 Water collection and distribution","Total energy consumption","PJ","2011","2.4"
"Total energy commodities","36 Water collection and distribution","Total energy consumption","PJ","2012","2.4"
"Total energy commodities","36 Water collection and distribution","Total energy consumption","PJ","2013","2.6"
"Total energy commodities","36 Water collection and distribution","Total energy consumption","PJ","2014","2.6"
"Total energy commodities","36 Water collection and distribution","Total energy consumption","PJ","2015","2.5"
"Total energy commodities","36 Water collection and distribution","Total energy consumption","PJ","2016","2.5"
"Total energy commodities","36 Water collection and distribution","Total energy consumption","PJ","2017","2.7"
"Total energy commodities","36 Water collection and distribution","Total energy consumption","PJ","2018","2.6"
"Total energy commodities","36 Water collection and distribution","Total energy consumption","PJ","2019","2.7"
"Total energy commodities","37 Sewerage","Total energy consumption","PJ","2011","5.3"
"Total energy commodities","37 Sewerage","Total energy consumption","PJ","2012","5.3"
"Total energy commodities","37 Sewerage","Total energy consumption","PJ","2013","5.3"
"Total energy commodities","37 Sewerage","Total energy consumption","PJ","2014","5.7"
"Total energy commodities","37 Sewerage","Total energy consumption","PJ","2015","5.7"
"Total energy commodities","37 Sewerage","Total energy consumption","PJ","2016","5.8"
"Total energy commodities","37 Sewerage","Total energy consumption","PJ","2017","5.8"
"Total energy commodities","37 Sewerage","Total energy consumption","PJ","2018","5.6"
"Total energy commodities","37 Sewerage","Total energy consumption","PJ","2019","5.7"
"Total energy commodities","38 Waste collection and treatment","Total energy consumption","PJ","2011","57.3"
"Total energy commodities","38 Waste collection and treatment","Total energy consumption","PJ","2012","60.6"
"Total energy commodities","38 Waste collection and treatment","Total energy consumption","PJ","2013","61.1"
"Total energy commodities","38 Waste collection and treatment","Total energy consumption","PJ","2014","58.5"
"Total energy commodities","38 Waste collection and treatment","Total energy consumption","PJ","2015","56.6"
"Total energy commodities","38 Waste collection and treatment","Total energy consumption","PJ","2016","61"
"Total energy commodities","38 Waste collection and treatment","Total energy consumption","PJ","2017","59.7"
"Total energy commodities","38 Waste collection and treatment","Total energy consumption","PJ","2018","61.2"
"Total energy commodities","38 Waste collection and treatment","Total energy consumption","PJ","2019","60"
"Total energy commodities","39 Remediation, other waste management","Total energy consumption","PJ","2011","0.6"
"Total energy commodities","39 Remediation, other waste management","Total energy consumption","PJ","2012","0.6"
"Total energy commodities","39 Remediation, other waste management","Total energy consumption","PJ","2013","0.6"
"Total energy commodities","39 Remediation, other waste management","Total energy consumption","PJ","2014","0.6"
"Total energy commodities","39 Remediation, other waste management","Total energy consumption","PJ","2015","0.5"
"Total energy commodities","39 Remediation, other waste management","Total energy consumption","PJ","2016","0.5"
"Total energy commodities","39 Remediation, other waste management","Total energy consumption","PJ","2017","0.5"
"Total energy commodities","39 Remediation, other waste management","Total energy consumption","PJ","2018","0.4"
"Total energy commodities","39 Remediation, other waste management","Total energy consumption","PJ","2019","0.3"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","1990","213.1"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","1991","236.8"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","1992","224.4"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","1993","238.7"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","1994","229"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","1995","235.1"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","1996","267.6"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","1997","251.4"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","1998","256.4"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","1999","246.9"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2000","253.3"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2001","268.1"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2002","264.2"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2003","278.7"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2004","300.2"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2005","288.6"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2006","292.5"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2007","275.8"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2008","289.9"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2009","296.7"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2010","318.1"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2011","281.8"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2012","293.8"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2013","297.1"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2014","264.2"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2015","284.3"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2016","281"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2017","284.7"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2018","292.6"
"Total energy commodities","G-S, U Services","Total energy consumption","PJ","2019","294.6"
"Total energy commodities","H Transportation and storage","Total energy consumption","PJ","1990","3.5"
"Total energy commodities","H Transportation and storage","Total energy consumption","PJ","1991","2.8"
"Total energy commodities","H Transportation and storage","Total energy consumption","PJ","1992","1.6"
"Total energy commodities","H Transportation and storage","Total energy consumption","PJ","1993","1.4"
"Total energy commodities","H Transportation and storage","Total energy consumption","PJ","1994","2.2"
"Total energy commodities","Dwellings","Total energy consumption","PJ","1990","435.2"
"Total energy commodities","Dwellings","Total energy consumption","PJ","1991","491.6"
"Total energy commodities","Dwellings","Total energy consumption","PJ","1992","460.7"
"Total energy commodities","Dwellings","Total energy consumption","PJ","1993","482.4"
"Total energy commodities","Dwellings","Total energy consumption","PJ","1994","458.7"
"Total energy commodities","Dwellings","Total energy consumption","PJ","1995","493.1"
"Total energy commodities","Dwellings","Total energy consumption","PJ","1996","564.4"
"Total energy commodities","Dwellings","Total energy consumption","PJ","1997","487.8"
"Total energy commodities","Dwellings","Total energy consumption","PJ","1998","469.7"
"Total energy commodities","Dwellings","Total energy consumption","PJ","1999","452"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2000","453.1"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2001","477.4"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2002","466"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2003","477.4"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2004","462.1"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2005","449.6"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2006","454.1"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2007","417.6"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2008","461.2"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2009","461.8"
